Drug	Drug_Status	Sensitivity	Specificity	ACC	PPV	NPV	FPR	Classifier
NVP.TAE684_IC_50.1	Resistant	0.458333333	0.892156863	0.846491228	0.333333333	0.933333333	0.107843137	Random Forests
NVP.TAE684_IC_50.1	Sensitive	0.272727273	0.99078341	0.956140351	0.6	0.964125561	0.00921659	Random Forests
Obatoclax.Mesylate_IC_50.1	Resistant	0.153846154	0.98019802	0.885964912	0.5	0.9	0.01980198	Random Forests
Obatoclax.Mesylate_IC_50.1	Sensitive	0.685714286	0.730569948	0.723684211	0.315789474	0.927631579	0.269430052	Random Forests
OSI.906_IC_50.1	Resistant	0.266666667	0.939393939	0.850877193	0.4	0.894230769	0.060606061	Random Forests
OSI.906_IC_50.1	Sensitive	0.5	0.876237624	0.833333333	0.342105263	0.931578947	0.123762376	Random Forests
OSU.03012_IC_50.1	Resistant	0.948717949	0.322751323	0.429824561	0.224242424	0.968253968	0.677248677	Random Forests
OSU.03012_IC_50.1	Sensitive	0.590909091	0.75	0.719298246	0.361111111	0.884615385	0.25	Random Forests
PAC.1_IC_50.1	Resistant	0.921052632	0.415789474	0.5	0.239726027	0.963414634	0.584210526	Random Forests
PAC.1_IC_50.1	Sensitive	0.351851852	0.896551724	0.76754386	0.513513514	0.816753927	0.103448276	Random Forests
Paclitaxel_IC_50.1	Resistant	0.222222222	0.947619048	0.890350877	0.266666667	0.9342723	0.052380952	Random Forests
Paclitaxel_IC_50.1	Sensitive	0.714285714	0.901869159	0.890350877	0.322580645	0.979695431	0.098130841	Random Forests
Parthenolide_IC_50.1	Resistant	0.666666667	0.840375587	0.828947368	0.227272727	0.972826087	0.159624413	Random Forests
Parthenolide_IC_50.1	Sensitive	0.111111111	1	0.929824561	1	0.92920354	0	Random Forests
Pazopanib_IC_50.1	Resistant	0.652173913	0.746341463	0.736842105	0.223880597	0.950310559	0.253658537	Random Forests
Pazopanib_IC_50.1	Sensitive	0.705882353	0.768041237	0.75877193	0.347826087	0.937106918	0.231958763	Random Forests
PD.0325901_IC_50.1	Resistant	0.466666667	0.896174863	0.811403509	0.525	0.872340426	0.103825137	Random Forests
PD.0325901_IC_50.1	Sensitive	0.333333333	0.967741935	0.850877193	0.7	0.865384615	0.032258065	Random Forests
PD.0332991_IC_50.1	Resistant	0.725490196	0.706214689	0.710526316	0.415730337	0.899280576	0.293785311	Random Forests
PD.0332991_IC_50.1	Sensitive	0.837837838	0.638743455	0.671052632	0.31	0.953125	0.361256545	Random Forests
PD.173074_IC_50.1	Resistant	1	0.121495327	0.175438596	0.069306931	1	0.878504673	Random Forests
PD.173074_IC_50.1	Sensitive	0.5	0.911458333	0.846491228	0.514285714	0.906735751	0.088541667	Random Forests
PF.02341066_IC_50.1	Resistant	0.5	0.918918919	0.907894737	0.142857143	0.985507246	0.081081081	Random Forests
PF.02341066_IC_50.1	Sensitive	0.25	0.995283019	0.942982456	0.8	0.946188341	0.004716981	Random Forests
PF.4708671_IC_50.1	Resistant	0.441860465	0.751351351	0.692982456	0.292307692	0.852760736	0.248648649	Random Forests
PF.4708671_IC_50.1	Sensitive	0.7	0.728723404	0.723684211	0.35443038	0.919463087	0.271276596	Random Forests
PF.562271_IC_50.1	Resistant	0.366666667	0.898989899	0.828947368	0.35483871	0.903553299	0.101010101	Random Forests
PF.562271_IC_50.1	Sensitive	0.578947368	0.773684211	0.74122807	0.338461538	0.901840491	0.226315789	Random Forests
PHA.665752_IC_50.1	Resistant	0.833333333	0.779279279	0.780701754	0.092592593	0.994252874	0.220720721	Random Forests
PHA.665752_IC_50.1	Sensitive	0.764705882	0.663507109	0.671052632	0.154761905	0.972222222	0.336492891	Random Forests
PLX4720_IC_50.1	Resistant	0.933333333	0.318181818	0.399122807	0.171779141	0.969230769	0.681818182	Random Forests
PLX4720_IC_50.1	Sensitive	0.195121951	0.994652406	0.850877193	0.888888889	0.849315068	0.005347594	Random Forests
Pyrimethamine_IC_50.1	Resistant	0.482758621	0.824120603	0.780701754	0.285714286	0.916201117	0.175879397	Random Forests
Pyrimethamine_IC_50.1	Sensitive	0.4	0.918269231	0.872807018	0.32	0.9408867	0.081730769	Random Forests
QS11_IC_50.1	Resistant	0.048780488	1	0.828947368	1	0.827433628	0	Random Forests
QS11_IC_50.1	Sensitive	0.945945946	0.272251309	0.381578947	0.201149425	0.962962963	0.727748691	Random Forests
Rapamycin_IC_50.1	Resistant	0.266666667	0.96713615	0.921052632	0.363636364	0.949308756	0.03286385	Random Forests
Rapamycin_IC_50.1	Sensitive	0.857142857	0.686915888	0.697368421	0.151898734	0.986577181	0.313084112	Random Forests
RDEA119_IC_50.1	Resistant	0.530612245	0.888268156	0.811403509	0.565217391	0.873626374	0.111731844	Random Forests
RDEA119_IC_50.1	Sensitive	0.361111111	0.979166667	0.881578947	0.764705882	0.890995261	0.020833333	Random Forests
RO.3306_IC_50.1	Resistant	0.846153846	0.569306931	0.600877193	0.201834862	0.966386555	0.430693069	Random Forests
RO.3306_IC_50.1	Sensitive	0.75	0.59375	0.618421053	0.257142857	0.926829268	0.40625	Random Forests
Roscovitine_IC_50.1	Resistant	0.85	0.788461538	0.793859649	0.278688525	0.982035928	0.211538462	Random Forests
Roscovitine_IC_50.1	Sensitive	0.052631579	1	0.921052632	1	0.920704846	0	Random Forests
S.Trityl.L.cysteine_IC_50.1	Resistant	0.6	0.884615385	0.859649123	0.333333333	0.958333333	0.115384615	Random Forests
S.Trityl.L.cysteine_IC_50.1	Sensitive	0.142857143	1	0.947368421	1	0.946902655	0	Random Forests
Salubrinal_IC_50.1	Resistant	0.952380952	0.565217391	0.600877193	0.181818182	0.991525424	0.434782609	Random Forests
Salubrinal_IC_50.1	Sensitive	0.526315789	0.971291866	0.934210526	0.625	0.95754717	0.028708134	Random Forests
SB.216763_IC_50.1	Resistant	0.95	0.269230769	0.328947368	0.111111111	0.98245614	0.730769231	Random Forests
SB.216763_IC_50.1	Sensitive	0.904761905	0.413978495	0.504385965	0.258503401	0.950617284	0.586021505	Random Forests
SB590885_IC_50.1	Resistant	0	0.995594714	0.99122807	0	0.995594714	0.004405286	Random Forests
SB590885_IC_50.1	Sensitive	0.387096774	0.913705584	0.842105263	0.413793103	0.904522613	0.086294416	Random Forests
Shikonin_IC_50.1	Resistant	0.2	0.975369458	0.890350877	0.5	0.908256881	0.024630542	Random Forests
Shikonin_IC_50.1	Sensitive	0.2	0.965517241	0.881578947	0.416666667	0.907407407	0.034482759	Random Forests
SL.0101.1_IC_50.1	Resistant	0.590909091	0.72815534	0.714912281	0.188405797	0.943396226	0.27184466	Random Forests
SL.0101.1_IC_50.1	Sensitive	0.21875	0.954081633	0.850877193	0.4375	0.882075472	0.045918367	Random Forests
Sorafenib_IC_50.1	Resistant	0.5	0.797169811	0.776315789	0.156862745	0.95480226	0.202830189	Random Forests
Sorafenib_IC_50.1	Sensitive	0.4	0.920187793	0.885964912	0.260869565	0.956097561	0.079812207	Random Forests
Sunitinib_IC_50.1	Resistant	0.571428571	0.76	0.736842105	0.25	0.926829268	0.24	Random Forests
Sunitinib_IC_50.1	Sensitive	0.214285714	0.995327103	0.947368421	0.75	0.950892857	0.004672897	Random Forests
Temsirolimus_IC_50.1	Resistant	0.840909091	0.641304348	0.679824561	0.359223301	0.944	0.358695652	Random Forests
Temsirolimus_IC_50.1	Sensitive	0.433333333	0.863636364	0.807017544	0.325	0.909574468	0.136363636	Random Forests
TGX221_IC_50.1	Resistant	0.8	0.716346154	0.723684211	0.213333333	0.973856209	0.283653846	Random Forests
TGX221_IC_50.1	Sensitive	0.6	0.830985915	0.815789474	0.2	0.967213115	0.169014085	Random Forests
Thapsigargin_IC_50.1	Resistant	0.916666667	0.490196078	0.535087719	0.174603175	0.980392157	0.509803922	Random Forests
Thapsigargin_IC_50.1	Sensitive	0.272727273	0.938461538	0.842105263	0.428571429	0.884057971	0.061538462	Random Forests
Tipifarnib_IC_50.1	Resistant	0.5	0.857142857	0.807017544	0.363636364	0.913043478	0.142857143	Random Forests
Tipifarnib_IC_50.1	Sensitive	0.342105263	0.921052632	0.824561404	0.464285714	0.875	0.078947368	Random Forests
TW.37_IC_50.1	Resistant	0.724137931	0.572864322	0.592105263	0.198113208	0.93442623	0.427135678	Random Forests
TW.37_IC_50.1	Sensitive	0.75	0.646226415	0.653508772	0.137931034	0.971631206	0.353773585	Random Forests
Vinblastine_IC_50.1	Resistant	0.259259259	0.970149254	0.885964912	0.538461538	0.906976744	0.029850746	Random Forests
Vinblastine_IC_50.1	Sensitive	0.708333333	0.81372549	0.802631579	0.309090909	0.959537572	0.18627451	Random Forests
Vinorelbine_IC_50.1	Resistant	0.321428571	0.95	0.872807018	0.473684211	0.909090909	0.05	Random Forests
Vinorelbine_IC_50.1	Sensitive	0.967741935	0.365482234	0.447368421	0.193548387	0.98630137	0.634517766	Random Forests
Vorinostat_IC_50.1	Resistant	0.52	0.78817734	0.75877193	0.232142857	0.930232558	0.21182266	Random Forests
Vorinostat_IC_50.1	Sensitive	0.592592593	0.910447761	0.872807018	0.470588235	0.943298969	0.089552239	Random Forests
VX.680_IC_50.1	Resistant	0.761904762	0.758454106	0.75877193	0.242424242	0.969135802	0.241545894	Random Forests
VX.680_IC_50.1	Sensitive	0.52173913	0.907317073	0.868421053	0.387096774	0.944162437	0.092682927	Random Forests
VX.702_IC_50.1	Resistant	0.105263158	0.990430622	0.916666667	0.5	0.924107143	0.009569378	Random Forests
VX.702_IC_50.1	Sensitive	0.361111111	0.927083333	0.837719298	0.481481481	0.885572139	0.072916667	Random Forests
WH.4.023_IC_50.1	Sensitive	0.692307692	0.762790698	0.75877193	0.15	0.976190476	0.237209302	Random Forests
WZ.1.84_IC_50.1	Resistant	0.625	0.820754717	0.807017544	0.208333333	0.966666667	0.179245283	Random Forests
WZ.1.84_IC_50.1	Sensitive	0.181818182	0.975728155	0.899122807	0.444444444	0.917808219	0.024271845	Random Forests
XMD8.85_IC_50.1	Resistant	0.4	0.956730769	0.907894737	0.470588235	0.943127962	0.043269231	Random Forests
XMD8.85_IC_50.1	Sensitive	0.692307692	0.897674419	0.885964912	0.290322581	0.979695431	0.102325581	Random Forests
Z.LLNle.CHO_IC_50.1	Resistant	0.764705882	0.862559242	0.855263158	0.30952381	0.978494624	0.137440758	Random Forests
Z.LLNle.CHO_IC_50.1	Sensitive	0.72	0.536945813	0.557017544	0.160714286	0.939655172	0.463054187	Random Forests
ZM.447439_IC_50.1	Resistant	0.617647059	0.798969072	0.771929825	0.35	0.922619048	0.201030928	Random Forests
ZM.447439_IC_50.1	Sensitive	0.380952381	0.946236559	0.842105263	0.615384615	0.871287129	0.053763441	Random Forests
